Album,Filename,Title,Document,Year,Tokens,Lemmas,POS,Proper_nouns,NE_labels,NE_words
Humbug,Dangerous Animals.txt,Dangerous Animals,"I'm pinned down by the dark

Been fighting with my sheets
And nearly crying in my sleep
Yes, I'm battling that well-told gripe
The most frustrating type, you should have racing stripes
The way you keep me in pursuit
Sharpen the heel of your boot
And you press it in my chest and you make me wheeze
Then to my knees you do promote me

I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette
More than I would be willing to confess
D-A-N-G-E-R-O-U-S

The light it fidgets through
The thoughts'll soon revert to you
About as bashful as a tribal dance
The first and final chance, and course the audience
Of frighteners and fiends
Divided up into two teams
When the acrobat fell off the beam
She broke everyone's heart

I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette
More than I would be willing to confess
D-A-N-G-E-R-O-U-S
D-A-N-G-E-R-O-U-S
The most unsuitable pet
It's been long enough now so let's
Make a mess, lioness

I'm pinned down by the dark
I'm pinned down by the dark, oh-oh-oh

D-A-N-G-E-R-O-U-S
A-N-I-M-A-L
D-A-N-G-E-R-O-U-S
A-N-I-M-A-L
",2009,"['I', ""'m"", 'pinned', 'down', 'by', 'the', 'dark', '\n\n', 'Been', 'fighting', 'with', 'my', 'sheets', '\n', 'And', 'nearly', 'crying', 'in', 'my', 'sleep', '\n', 'Yes', ',', 'I', ""'m"", 'battling', 'that', 'well', '-', 'told', 'gripe', '\n', 'The', 'most', 'frustrating', 'type', ',', '\xa0', 'you', 'should', 'have', 'racing', 'stripes', '\n', 'The', 'way', 'you', 'keep', 'me', 'in', 'pursuit', '\n', 'Sharpen', 'the', 'heel', 'of', 'your', 'boot', '\n', 'And', 'you', 'press', 'it', 'in', 'my', 'chest', 'and', 'you', 'make', 'me', 'wheeze', '\n', 'Then', 'to', 'my', 'knees', 'you', 'do', 'promote', 'me', '\n\n', 'I', ""'m"", 'pinned', 'down', 'by', 'the', 'dark', '\n', 'A', '-', 'N', '-', 'I', '-', 'M', '-', 'A', '-', 'L', '\n', 'Makes', 'my', 'head', 'pirouette', '\n', 'More', 'than', 'I', 'would', 'be', 'willing', 'to', 'confess', '\n', 'D', '-', 'A', '-', 'N', '-', 'G', '-', 'E', '-', 'R', '-', 'O', '-', 'U', '-', 'S', '\n\n', 'The', 'light', 'it', 'fidgets', 'through', '\n', 'The', ""thoughts'll"", 'soon', 'revert', 'to', 'you', '\n', 'About', 'as', 'bashful', 'as', 'a', 'tribal', 'dance', '\n', 'The', 'first', 'and', 'final', 'chance', ',', '\xa0', 'and', 'course', 'the', 'audience', '\n', 'Of', 'frighteners', 'and', 'fiends', '\n', 'Divided', 'up', 'into', 'two', 'teams', '\n', 'When', 'the', 'acrobat', 'fell', 'off', 'the', 'beam', '\n', 'She', 'broke', 'everyone', ""'s"", 'heart', '\n\n', 'I', ""'m"", 'pinned', 'down', 'by', 'the', 'dark', '\n', 'A', '-', 'N', '-', 'I', '-', 'M', '-', 'A', '-', 'L', '\n', 'Makes', 'my', 'head', 'pirouette', '\n', 'More', 'than', 'I', 'would', 'be', 'willing', 'to', 'confess', '\n', 'D', '-', 'A', '-', 'N', '-', 'G', '-', 'E', '-', 'R', '-', 'O', '-', 'U', '-', 'S', '\n', 'D', '-', 'A', '-', 'N', '-', 'G', '-', 'E', '-', 'R', '-', 'O', '-', 'U', '-', 'S', '\n', 'The', 'most', 'unsuitable', 'pet', '\n', 'It', ""'s"", 'been', 'long', 'enough', 'now', 'so', 'let', ""'s"", '\n', 'Make', 'a', 'mess', ',', 'lioness', '\n\n', 'I', ""'m"", 'pinned', 'down', 'by', 'the', 'dark', '\n', 'I', ""'m"", 'pinned', 'down', 'by', 'the', 'dark', ',', 'oh', '-', 'oh', '-', 'oh', '\n\n', 'D', '-', 'A', '-', 'N', '-', 'G', '-', 'E', '-', 'R', '-', 'O', '-', 'U', '-', 'S', '\n', 'A', '-', 'N', '-', 'I', '-', 'M', '-', 'A', '-', 'L', '\n', 'D', '-', 'A', '-', 'N', '-', 'G', '-', 'E', '-', 'R', '-', 'O', '-', 'U', '-', 'S', '\n', 'A', '-', 'N', '-', 'I', '-', 'M', '-', 'A', '-', 'L', '\n']","['I', 'be', 'pin', 'down', 'by', 'the', 'dark', '\n\n', 'be', 'fight', 'with', 'my', 'sheet', '\n', 'and', 'nearly', 'cry', 'in', 'my', 'sleep', '\n', 'yes', ',', 'I', 'be', 'battle', 'that', 'well', '-', 'tell', 'gripe', '\n', 'the', 'most', 'frustrating', 'type', ',', '\xa0', 'you', 'should', 'have', 'race', 'stripe', '\n', 'the', 'way', 'you', 'keep', 'I', 'in', 'pursuit', '\n', 'sharpen', 'the', 'heel', 'of', 'your', 'boot', '\n', 'and', 'you', 'press', 'it', 'in', 'my', 'chest', 'and', 'you', 'make', 'I', 'wheeze', '\n', 'then', 'to', 'my', 'knee', 'you', 'do', 'promote', 'I', '\n\n', 'I', 'be', 'pin', 'down', 'by', 'the', 'dark', '\n', 'A', '-', 'n', '-', 'I', '-', 'M', '-', 'A', '-', 'l', '\n', 'make', 'my', 'head', 'pirouette', '\n', 'More', 'than', 'I', 'would', 'be', 'willing', 'to', 'confess', '\n', 'd', '-', 'A', '-', 'n', '-', 'G', '-', 'E', '-', 'r', '-', 'o', '-', 'u', '-', 'S', '\n\n', 'the', 'light', 'it', 'fidget', 'through', '\n', 'the', ""thoughts'll"", 'soon', 'revert', 'to', 'you', '\n', 'about', 'as', 'bashful', 'as', 'a', 'tribal', 'dance', '\n', 'the', 'first', 'and', 'final', 'chance', ',', '\xa0', 'and', 'course', 'the', 'audience', '\n', 'of', 'frightener', 'and', 'fiend', '\n', 'divide', 'up', 'into', 'two', 'team', '\n', 'when', 'the', 'acrobat', 'fall', 'off', 'the', 'beam', '\n', 'she', 'break', 'everyone', ""'s"", 'heart', '\n\n', 'I', 'be', 'pin', 'down', 'by', 'the', 'dark', '\n', 'A', '-', 'n', '-', 'I', '-', 'M', '-', 'A', '-', 'l', '\n', 'make', 'my', 'head', 'pirouette', '\n', 'More', 'than', 'I', 'would', 'be', 'willing', 'to', 'confess', '\n', 'd', '-', 'A', '-', 'n', '-', 'G', '-', 'E', '-', 'r', '-', 'o', '-', 'U', '-', 'S', '\n', 'D', '-', 'A', '-', 'n', '-', 'G', '-', 'E', '-', 'r', '-', 'o', '-', 'U', '-', 'S', '\n', 'the', 'most', 'unsuitable', 'pet', '\n', 'it', 'be', 'be', 'long', 'enough', 'now', 'so', 'let', 'us', '\n', 'make', 'a', 'mess', ',', 'lioness', '\n\n', 'I', 'be', 'pin', 'down', 'by', 'the', 'dark', '\n', 'I', 'be', 'pin', 'down', 'by', 'the', 'dark', ',', 'oh', '-', 'oh', '-', 'oh', '\n\n', 'd', '-', 'A', '-', 'n', '-', 'G', '-', 'E', '-', 'r', '-', 'o', '-', 'U', '-', 'S', '\n', 'A', '-', 'n', '-', 'I', '-', 'M', '-', 'A', '-', 'l', '\n', 'D', '-', 'A', '-', 'n', '-', 'G', '-', 'E', '-', 'r', '-', 'o', '-', 'U', '-', 'S', '\n', 'A', '-', 'n', '-', 'I', '-', 'M', '-', 'A', '-', 'l', '\n']","['PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'SPACE', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN', 'SPACE', 'CCONJ', 'ADV', 'VERB', 'ADP', 'PRON', 'NOUN', 'SPACE', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'SCONJ', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'SPACE', 'DET', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'SPACE', 'PRON', 'AUX', 'VERB', 'VERB', 'NOUN', 'SPACE', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'ADP', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'SPACE', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'SPACE', 'ADV', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'VERB', 'PRON', 'SPACE', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'SPACE', 'VERB', 'PRON', 'NOUN', 'NOUN', 'SPACE', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'SPACE', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'SPACE', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'SPACE', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'PRON', 'SPACE', 'ADV', 'ADV', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'SPACE', 'CCONJ', 'VERB', 'DET', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'VERB', 'ADP', 'ADP', 'NUM', 'NOUN', 'SPACE', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'VERB', 'PRON', 'PART', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'SPACE', 'VERB', 'PRON', 'NOUN', 'NOUN', 'SPACE', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'SPACE', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'DET', 'ADV', 'ADJ', 'NOUN', 'SPACE', 'PRON', 'AUX', 'AUX', 'ADV', 'ADV', 'ADV', 'ADV', 'VERB', 'PRON', 'SPACE', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SPACE', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'SPACE', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'SPACE', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'SPACE']","['A', 'I', 'M', 'A', 'A', 'G', 'E', 'S', 'A', 'I', 'M', 'A', 'A', 'G', 'E', 'U', 'S', 'D', 'A', 'G', 'E', 'U', 'S', 'A', 'G', 'E', 'U', 'S', 'A', 'I', 'M', 'A', 'D', 'A', 'G', 'E', 'U', 'S', 'A', 'I', 'M', 'A']","['ORDINAL', 'CARDINAL']","['first', 'two']"
Humbug,Dance Little Liar.txt,Dance Little Liar,"I heard the truth was built to bend
A mechanism to suspend
The guilt is what you will require
And still you've got to dance little liar
Just like those fibs to pop and fizz
And you'll be forced to take that awful quiz
And you're bound to trip and she'll detect the fiction
On your lips and dig a contradiction up

And the clean coming will hurt
And you can never get it spotless
When there's dirt beneath the dirt
The liar takes a lot less time

I'm sure it's clear and plain to read
It's not an alibi you need just yet
Oh, no, it's something for those beads of sweat
Yes, that will get you back to normal
And after you have dabbed the patch
You'll breathe and then proceed to scratch
The varnish off that newly added calmness
So as not to raise any alarms too soon

And the clean coming will hurt
And you can never get it spotless
When there's dirt beneath the dirt

The liar takes a lot less time to decide on the saunter
Have you got itchy bones? And in all your time alone
Can you hack your mind being riddled
With the wrong memories?

And the clean coming will hurt
And you can never get it spotless
When there's dirt between the dirt
",2009,"['I', 'heard', 'the', 'truth', 'was', 'built', 'to', 'bend', '\n', 'A', 'mechanism', 'to', 'suspend', '\n', 'The', 'guilt', 'is', 'what', 'you', 'will', 'require', '\n', 'And', 'still', '\xa0', 'you', ""'ve"", 'got', 'to', 'dance', 'little', 'liar', '\n', 'Just', 'like', 'those', 'fibs', 'to', 'pop', 'and', 'fizz', '\n', 'And', 'you', ""'ll"", 'be', 'forced', 'to', 'take', 'that', 'awful', 'quiz', '\n', 'And', 'you', ""'re"", 'bound', 'to', 'trip', 'and', 'she', ""'ll"", 'detect', 'the', 'fiction', '\n', 'On', 'your', 'lips', 'and', 'dig', 'a', 'contradiction', 'up', '\n\n', 'And', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'And', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'When', 'there', ""'s"", 'dirt', 'beneath', 'the', 'dirt', '\n', 'The', 'liar', 'takes', 'a', 'lot', 'less', 'time', '\n\n', 'I', ""'m"", 'sure', 'it', ""'s"", 'clear', 'and', 'plain', 'to', 'read', '\n', 'It', ""'s"", 'not', 'an', 'alibi', 'you', 'need', 'just', 'yet', '\n', 'Oh', ',', 'no', ',', 'it', ""'s"", 'something', 'for', 'those', 'beads', 'of', 'sweat', '\n', 'Yes', ',', 'that', 'will', 'get', 'you', 'back', 'to', 'normal', '\n', 'And', 'after', 'you', 'have', 'dabbed', 'the', 'patch', '\n', 'You', ""'ll"", 'breathe', 'and', 'then', 'proceed', 'to', 'scratch', '\n', 'The', 'varnish', 'off', 'that', 'newly', 'added', 'calmness', '\n', 'So', 'as', 'not', 'to', 'raise', 'any', 'alarms', 'too', 'soon', '\n\n', 'And', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'And', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'When', 'there', ""'s"", 'dirt', 'beneath', 'the', 'dirt', '\n\n', 'The', 'liar', 'takes', 'a', 'lot', 'less', 'time', 'to', 'decide', 'on', 'the', 'saunter', '\n', 'Have', 'you', 'got', 'itchy', 'bones', '?', 'And', 'in', 'all', 'your', 'time', 'alone', '\n', 'Can', 'you', 'hack', 'your', 'mind', 'being', 'riddled', '\n', 'With', 'the', 'wrong', 'memories', '?', '\n\n', 'And', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'And', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'When', 'there', ""'s"", 'dirt', 'between', 'the', 'dirt', '\n']","['I', 'hear', 'the', 'truth', 'be', 'build', 'to', 'bend', '\n', 'a', 'mechanism', 'to', 'suspend', '\n', 'the', 'guilt', 'be', 'what', 'you', 'will', 'require', '\n', 'and', 'still', '\xa0', 'you', 'have', 'get', 'to', 'dance', 'little', 'liar', '\n', 'just', 'like', 'those', 'fib', 'to', 'pop', 'and', 'fizz', '\n', 'and', 'you', 'will', 'be', 'force', 'to', 'take', 'that', 'awful', 'quiz', '\n', 'and', 'you', 'be', 'bind', 'to', 'trip', 'and', 'she', 'will', 'detect', 'the', 'fiction', '\n', 'on', 'your', 'lip', 'and', 'dig', 'a', 'contradiction', 'up', '\n\n', 'and', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'and', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'when', 'there', 'be', 'dirt', 'beneath', 'the', 'dirt', '\n', 'the', 'liar', 'take', 'a', 'lot', 'less', 'time', '\n\n', 'I', 'be', 'sure', 'it', 'be', 'clear', 'and', 'plain', 'to', 'read', '\n', 'it', 'be', 'not', 'an', 'alibi', 'you', 'need', 'just', 'yet', '\n', 'oh', ',', 'no', ',', 'it', 'be', 'something', 'for', 'those', 'bead', 'of', 'sweat', '\n', 'yes', ',', 'that', 'will', 'get', 'you', 'back', 'to', 'normal', '\n', 'and', 'after', 'you', 'have', 'dab', 'the', 'patch', '\n', 'you', 'will', 'breathe', 'and', 'then', 'proceed', 'to', 'scratch', '\n', 'the', 'varnish', 'off', 'that', 'newly', 'add', 'calmness', '\n', 'so', 'as', 'not', 'to', 'raise', 'any', 'alarm', 'too', 'soon', '\n\n', 'and', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'and', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'when', 'there', 'be', 'dirt', 'beneath', 'the', 'dirt', '\n\n', 'the', 'liar', 'take', 'a', 'lot', 'less', 'time', 'to', 'decide', 'on', 'the', 'saunter', '\n', 'have', 'you', 'get', 'itchy', 'bone', '?', 'and', 'in', 'all', 'your', 'time', 'alone', '\n', 'can', 'you', 'hack', 'your', 'mind', 'be', 'riddle', '\n', 'with', 'the', 'wrong', 'memory', '?', '\n\n', 'and', 'the', 'clean', 'coming', 'will', 'hurt', '\n', 'and', 'you', 'can', 'never', 'get', 'it', 'spotless', '\n', 'when', 'there', 'be', 'dirt', 'between', 'the', 'dirt', '\n']","['PRON', 'VERB', 'DET', 'NOUN', 'AUX', 'VERB', 'PART', 'VERB', 'SPACE', 'DET', 'NOUN', 'PART', 'VERB', 'SPACE', 'DET', 'NOUN', 'AUX', 'PRON', 'PRON', 'AUX', 'VERB', 'SPACE', 'CCONJ', 'ADV', 'SPACE', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'SPACE', 'ADV', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'CCONJ', 'ADJ', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'AUX', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'CCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'SPACE', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'SPACE', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'PRON', 'VERB', 'SPACE', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'SPACE', 'PRON', 'AUX', 'ADJ', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'ADJ', 'PART', 'VERB', 'SPACE', 'PRON', 'AUX', 'PART', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'SPACE', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'ADV', 'ADP', 'ADJ', 'SPACE', 'CCONJ', 'SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'CCONJ', 'ADV', 'VERB', 'PART', 'VERB', 'SPACE', 'DET', 'NOUN', 'ADP', 'SCONJ', 'ADV', 'VERB', 'NOUN', 'SPACE', 'ADV', 'SCONJ', 'PART', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'ADV', 'SPACE', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'PRON', 'VERB', 'SPACE', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'SPACE', 'AUX', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'PRON', 'NOUN', 'ADV', 'SPACE', 'AUX', 'PRON', 'VERB', 'PRON', 'NOUN', 'AUX', 'VERB', 'SPACE', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'SPACE', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'PRON', 'VERB', 'SPACE', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE']",[],[],[]
Humbug,My Propeller.txt,My Propeller,"If you can summon the strength, tow me
I can't hold down the urgency
You've got to make your descent slowly
And oil up those sticky keys

Coax me out my low
And have a spin of my propeller

It's a necessary evil
No cause for emergency
Borrowed the beak off a bald eagle
Oh, momentary synergy

Coax me out my low
Sink into tomorrow
Coax me out my low
And have a spin of my propeller

My propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller",2009,"['If', 'you', 'can', 'summon', 'the', 'strength', ',', 'tow', 'me', '\n', 'I', 'ca', ""n't"", 'hold', 'down', 'the', 'urgency', '\n', 'You', ""'ve"", 'got', 'to', 'make', 'your', 'descent', 'slowly', '\n', 'And', 'oil', 'up', 'those', 'sticky', 'keys', '\n\n', 'Coax', 'me', 'out', 'my', 'low', '\n', 'And', 'have', 'a', 'spin', 'of', 'my', 'propeller', '\n\n', 'It', ""'s"", 'a', 'necessary', 'evil', '\n', 'No', 'cause', 'for', 'emergency', '\n', 'Borrowed', 'the', 'beak', 'off', 'a', 'bald', 'eagle', '\n', 'Oh', ',', 'momentary', 'synergy', '\n\n', 'Coax', 'me', 'out', 'my', 'low', '\n', 'Sink', 'into', 'tomorrow', '\n', 'Coax', 'me', 'out', 'my', 'low', '\n', 'And', 'have', 'a', 'spin', 'of', 'my', 'propeller', '\n\n', 'My', 'propeller', 'wo', ""n't"", 'spin', '\n', 'And', 'I', 'ca', ""n't"", 'get', 'it', 'started', 'on', 'my', 'own', '\n', 'When', 'are', 'you', 'arriving', '?', '\n', 'Oh', ',', 'my', 'propeller', 'wo', ""n't"", 'spin', '\n', 'And', 'I', 'ca', ""n't"", 'get', 'it', 'started', 'on', 'my', 'own', '\n', 'When', 'are', 'you', 'arriving', '?', '\n', 'Oh', ',', 'my', 'propeller', 'wo', ""n't"", 'spin', '\n', 'And', 'I', 'ca', ""n't"", 'get', 'it', 'started', 'on', 'my', 'own', '\n', 'When', 'are', 'you', 'arriving', '?', '\n', 'Oh', ',', 'my', 'propeller']","['if', 'you', 'can', 'summon', 'the', 'strength', ',', 'tow', 'I', '\n', 'I', 'can', 'not', 'hold', 'down', 'the', 'urgency', '\n', 'you', 'have', 'get', 'to', 'make', 'your', 'descent', 'slowly', '\n', 'and', 'oil', 'up', 'those', 'sticky', 'key', '\n\n', 'coax', 'I', 'out', 'my', 'low', '\n', 'and', 'have', 'a', 'spin', 'of', 'my', 'propeller', '\n\n', 'it', 'be', 'a', 'necessary', 'evil', '\n', 'no', 'cause', 'for', 'emergency', '\n', 'borrow', 'the', 'beak', 'off', 'a', 'bald', 'eagle', '\n', 'oh', ',', 'momentary', 'synergy', '\n\n', 'Coax', 'I', 'out', 'my', 'low', '\n', 'sink', 'into', 'tomorrow', '\n', 'coax', 'I', 'out', 'my', 'low', '\n', 'and', 'have', 'a', 'spin', 'of', 'my', 'propeller', '\n\n', 'my', 'propeller', 'will', 'not', 'spin', '\n', 'and', 'I', 'can', 'not', 'get', 'it', 'start', 'on', 'my', 'own', '\n', 'when', 'be', 'you', 'arrive', '?', '\n', 'oh', ',', 'my', 'propeller', 'will', 'not', 'spin', '\n', 'and', 'I', 'can', 'not', 'get', 'it', 'start', 'on', 'my', 'own', '\n', 'when', 'be', 'you', 'arrive', '?', '\n', 'oh', ',', 'my', 'propeller', 'will', 'not', 'spin', '\n', 'and', 'I', 'can', 'not', 'get', 'it', 'start', 'on', 'my', 'own', '\n', 'when', 'be', 'you', 'arrive', '?', '\n', 'oh', ',', 'my', 'propeller']","['SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'SPACE', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'ADV', 'SPACE', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'SPACE', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'SPACE', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'SPACE', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE', 'INTJ', 'PUNCT', 'ADJ', 'NOUN', 'SPACE', 'PROPN', 'PRON', 'ADP', 'PRON', 'ADJ', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'SPACE', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'SPACE', 'PRON', 'NOUN', 'AUX', 'PART', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'SPACE', 'SCONJ', 'AUX', 'PRON', 'VERB', 'PUNCT', 'SPACE', 'INTJ', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'PART', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'SPACE', 'SCONJ', 'AUX', 'PRON', 'VERB', 'PUNCT', 'SPACE', 'INTJ', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'PART', 'VERB', 'SPACE', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'SPACE', 'SCONJ', 'AUX', 'PRON', 'VERB', 'PUNCT', 'SPACE', 'INTJ', 'PUNCT', 'PRON', 'NOUN']",['Coax'],['DATE'],['tomorrow']
